Response ID,Status,What is your gender?,What is your current age?,Where do you live?,"In your opinion, which sport is Australia’s national sport?","Other (please specify):In your opinion, which sport is Australia’s national sport?",Which of the following best describes your current relationship status?*,Which best describes your current work status?,What is the highest level of education you have achieved so far?
741,Complete,Female,65+ years,WA,Australian Rules Football (AFL),,Married,Homemaker,Year/Grade 12 or equivalent
742,Complete,Female,35-44 years,SA,Australian Rules Football (AFL),,De facto / Lives with partner,"An employee on wages, salary or commission",Undergraduate or Bachelor Degree
743,Complete,Male,35-44 years,NSW,Australian Rules Football (AFL),,Married,"An employee on wages, salary or commission",Post Graduate Degree - Doctorate
744,Complete,Male,65+ years,NSW,Surfing,,Divorced,Retired,TAFE qualification
745,Complete,Female,25-34 years,NSW,Rugby League (NRL),,Single,"An employee on wages, salary or commission",Year/Grade 12 or equivalent
746,Complete,Male,55-64 years,VIC,Australian Rules Football (AFL),,Married,"An employee on wages, salary or commission",Year/Grade 12 or equivalent
747,Complete,Female,25-34 years,QLD,Australian Rules Football (AFL),,De facto / Lives with partner,Not currently employed,Diploma and advanced Diploma
748,Complete,Male,35-44 years,NSW,Cricket,,Single,"An employee on wages, salary or commission",Undergraduate or Bachelor Degree
749,Complete,Female,25-34 years,QLD,Cricket,,Single,"An employee on wages, salary or commission",Graduate Diploma/ Graduate Certificate
750,Complete,Male,35-44 years,SA,Australian Rules Football (AFL),,Single,Homemaker,Graduate Diploma/ Graduate Certificate
751,Complete,Female,65+ years,VIC,Australian Rules Football (AFL),,Married,Retired,Diploma and advanced Diploma
752,Complete,Female,45-54 years,WA,Australian Rules Football (AFL),,Married,"An employee on wages, salary or commission",Year/Grade 12 or equivalent
753,Complete,Female,65+ years,VIC,Rugby League (NRL),,Married,Retired,TAFE qualification
754,Complete,Female,25-34 years,WA,Australian Rules Football (AFL),,Married,Homemaker,Year/Grade 12 or equivalent
755,Complete,Female,65+ years,QLD,Rugby League (NRL),,Single,Retired,Year/Grade 12 or equivalent
756,Complete,Male,65+ years,QLD,Cricket,,Married,Self-employed,Post Graduate Degree - Master's
757,Complete,Female,45-54 years,QLD,Soccer,,Single,"An employee on wages, salary or commission",Post Graduate Degree - Master's
758,Complete,Female,35-44 years,VIC,Australian Rules Football (AFL),,Married,"An employee on wages, salary or commission",Graduate Diploma/ Graduate Certificate
759,Complete,Female,25-34 years,NSW,Australian Rules Football (AFL),,Married,"An employee on wages, salary or commission",Undergraduate or Bachelor Degree
760,Complete,Male,35-44 years,NSW,Australian Rules Football (AFL),,Married,"An employee on wages, salary or commission",Undergraduate or Bachelor Degree
762,Complete,Female,18-24 years,VIC,Soccer,,In a relationship,"An employee on wages, salary or commission",Graduate Diploma/ Graduate Certificate
763,Complete,Male,65+ years,NSW,Rugby League (NRL),,Single,Retired,Diploma and advanced Diploma
764,Complete,Male,45-54 years,VIC,Australian Rules Football (AFL),,Married,"An employee on wages, salary or commission",Post Graduate Degree - Master's
765,Complete,Female,25-34 years,NSW,Rugby League (NRL),,Married,"An employee on wages, salary or commission",Year/Grade 12 or equivalent
766,Complete,Female,65+ years,WA,Swimming,,Widowed,Retired,Undergraduate or Bachelor Degree
767,Complete,Male,18-24 years,NSW,Rugby League (NRL),,Single,Not currently employed,Year/Grade 12 or equivalent
768,Complete,Female,55-64 years,NSW,Cricket,,Single,"An employee on wages, salary or commission",Post Graduate Degree - Master's
769,Complete,Male,65+ years,WA,Australian Rules Football (AFL),,Married,Retired,Diploma and advanced Diploma
770,Complete,Female,65+ years,WA,Australian Rules Football (AFL),,Single,Retired,TAFE qualification
771,Complete,Female,25-34 years,WA,Australian Rules Football (AFL),,Married,Homemaker,Post Graduate Degree - Master's
772,Complete,Male,35-44 years,VIC,Soccer,,Single,"An employee on wages, salary or commission",Undergraduate or Bachelor Degree
773,Complete,Female,55-64 years,NSW,Australian Rules Football (AFL),,Single,"An employee on wages, salary or commission",Undergraduate or Bachelor Degree
774,Complete,Female,55-64 years,NSW,Rugby League (NRL),,Divorced,"An employee on wages, salary or commission",TAFE qualification
775,Complete,Female,45-54 years,VIC,Australian Rules Football (AFL),,De facto / Lives with partner,Self-employed,Undergraduate or Bachelor Degree
776,Complete,Male,55-64 years,NSW,Rugby League (NRL),,Single,"An employee on wages, salary or commission",TAFE qualification
777,Complete,Female,18-24 years,QLD,Cricket,,Single,Homemaker,Undergraduate or Bachelor Degree
778,Complete,Male,65+ years,VIC,Rugby League (NRL),,Married,Retired,Undergraduate or Bachelor Degree
779,Complete,Male,25-34 years,VIC,Australian Rules Football (AFL),,Single,"An employee on wages, salary or commission",Year/Grade 10 (or equivalent) or lower
780,Complete,Female,45-54 years,SA,Australian Rules Football (AFL),,Married,"An employee on wages, salary or commission",TAFE qualification
781,Complete,Female,65+ years,QLD,Rugby League (NRL),,Single,Retired,Year/Grade 12 or equivalent
782,Complete,Female,35-44 years,VIC,Tennis,,Married,"An employee on wages, salary or commission",Graduate Diploma/ Graduate Certificate
783,Complete,Female,35-44 years,VIC,Formula 1,,In a relationship,"An employee on wages, salary or commission",Year/Grade 10 (or equivalent) or lower
784,Complete,Female,18-24 years,WA,Australian Rules Football (AFL),,Single,"An employee on wages, salary or commission",Graduate Diploma/ Graduate Certificate
785,Complete,Male,65+ years,NSW,Other (please specify),"cricket, rugby league, rugby union, soccer",Married,Retired,Diploma and advanced Diploma
786,Complete,Male,35-44 years,NSW,Soccer,,Married,"An employee on wages, salary or commission",Undergraduate or Bachelor Degree
787,Complete,Male,65+ years,VIC,Cricket,,Married,Retired,Diploma and advanced Diploma
788,Complete,Male,45-54 years,NSW,Rugby League (NRL),,Married,"An employee on wages, salary or commission",Post Graduate Degree - Master's
789,Complete,Female,45-54 years,NSW,Australian Rules Football (AFL),,Married,"An employee on wages, salary or commission",TAFE qualification
790,Complete,Male,45-54 years,ACT,Cricket,,Married,"An employee on wages, salary or commission",Undergraduate or Bachelor Degree
791,Complete,Male,55-64 years,WA,Australian Rules Football (AFL),,Married,Self-employed,Year/Grade 12 or equivalent
792,Complete,Female,35-44 years,VIC,Tennis,,Married,"An employee on wages, salary or commission",Undergraduate or Bachelor Degree
793,Complete,Female,55-64 years,NSW,Rugby League (NRL),,Married,Retired,Undergraduate or Bachelor Degree
794,Complete,Female,25-34 years,NSW,Australian Rules Football (AFL),,Married,"An employee on wages, salary or commission",Graduate Diploma/ Graduate Certificate
795,Complete,Male,25-34 years,SA,Soccer,,Single,"An employee on wages, salary or commission",Undergraduate or Bachelor Degree
796,Complete,Female,35-44 years,WA,Australian Rules Football (AFL),,Married,"An employee on wages, salary or commission",Undergraduate or Bachelor Degree
797,Complete,Female,25-34 years,WA,Australian Rules Football (AFL),,Married,"An employee on wages, salary or commission",Undergraduate or Bachelor Degree
798,Complete,Female,25-34 years,WA,Australian Rules Football (AFL),,Single,"An employee on wages, salary or commission",TAFE qualification
799,Complete,Female,18-24 years,VIC,Rugby League (NRL),,Single,Homemaker,TAFE qualification
800,Complete,Female,45-54 years,SA,Soccer,,Single,"An employee on wages, salary or commission",Diploma and advanced Diploma
801,Complete,Female,35-44 years,VIC,Tennis,,Married,Homemaker,Year/Grade 12 or equivalent
802,Complete,Male,65+ years,NSW,Australian Rules Football (AFL),,Married,Retired,TAFE qualification
803,Complete,Male,25-34 years,VIC,Soccer,,Married,"An employee on wages, salary or commission",Post Graduate Degree - Master's
804,Complete,Female,18-24 years,WA,Rugby League (NRL),,Single,Not currently employed,Year/Grade 12 or equivalent
805,Complete,Male,45-54 years,VIC,Australian Rules Football (AFL),,De facto / Lives with partner,"An employee on wages, salary or commission",Year/Grade 12 or equivalent
806,Complete,Male,55-64 years,SA,Cricket,,Single,Not currently employed,Year/Grade 10 (or equivalent) or lower
807,Complete,Female,55-64 years,QLD,Cricket,,Single,Retired,Year/Grade 10 (or equivalent) or lower
808,Complete,Male,65+ years,VIC,Cricket,,Married,Retired,Year/Grade 12 or equivalent
810,Complete,Female,65+ years,VIC,Tennis,,Married,Retired,Year/Grade 12 or equivalent
811,Complete,Female,25-34 years,NSW,Swimming,,Married,"An employee on wages, salary or commission",Post Graduate Degree - Master's
812,Complete,Female,55-64 years,QLD,Rugby League (NRL),,Married,Self-employed,Diploma and advanced Diploma
813,Complete,Male,45-54 years,WA,Australian Rules Football (AFL),,Married,"An employee on wages, salary or commission",Graduate Diploma/ Graduate Certificate
814,Complete,Female,25-34 years,NSW,Cricket,,Engaged,Homemaker,Year/Grade 12 or equivalent
815,Complete,Female,45-54 years,NSW,Cricket,,Single,"An employee on wages, salary or commission",TAFE qualification
816,Complete,Male,25-34 years,SA,Australian Rules Football (AFL),,De facto / Lives with partner,"An employee on wages, salary or commission",Undergraduate or Bachelor Degree
817,Complete,Male,45-54 years,NSW,Australian Rules Football (AFL),,Single,Not currently employed,TAFE qualification
818,Complete,Male,25-34 years,NSW,Australian Rules Football (AFL),,Divorced,"An employee on wages, salary or commission",Undergraduate or Bachelor Degree
819,Complete,Male,35-44 years,VIC,Australian Rules Football (AFL),,Married,Not currently employed,Undergraduate or Bachelor Degree
820,Complete,Female,45-54 years,NSW,Australian Rules Football (AFL),,Single,"An employee on wages, salary or commission",Diploma and advanced Diploma
822,Complete,Male,55-64 years,NSW,Australian Rules Football (AFL),,Single,Retired,Year/Grade 10 (or equivalent) or lower
823,Complete,Male,55-64 years,QLD,Cricket,,Single,Retired,Undergraduate or Bachelor Degree
824,Complete,Male,35-44 years,VIC,Australian Rules Football (AFL),,Single,Homemaker,Undergraduate or Bachelor Degree
825,Complete,Male,55-64 years,VIC,Australian Rules Football (AFL),,Single,Not currently employed,Year/Grade 10 (or equivalent) or lower
826,Complete,Male,35-44 years,WA,Swimming,,Married,"An employee on wages, salary or commission",Undergraduate or Bachelor Degree
827,Complete,Male,25-34 years,NSW,Soccer,,Single,Self-employed,Graduate Diploma/ Graduate Certificate
828,Complete,Female,18-24 years,VIC,Australian Rules Football (AFL),,Single,Not currently employed,Year/Grade 12 or equivalent
829,Complete,Female,35-44 years,QLD,Rugby League (NRL),,Single,Homemaker,Year/Grade 12 or equivalent
830,Complete,Female,45-54 years,QLD,Australian Rules Football (AFL),,Single,Not currently employed,TAFE qualification
831,Complete,Male,65+ years,NSW,Cricket,,Separated,Retired,Diploma and advanced Diploma
832,Complete,Male,65+ years,NSW,Rugby League (NRL),,Married,Retired,Post Graduate Degree - Master's
833,Complete,Male,35-44 years,QLD,Cricket,,Single,"An employee on wages, salary or commission",Undergraduate or Bachelor Degree
834,Complete,Male,45-54 years,QLD,Rugby League (NRL),,Married,"An employee on wages, salary or commission",TAFE qualification
835,Complete,Male,45-54 years,SA,Australian Rules Football (AFL),,De facto / Lives with partner,"An employee on wages, salary or commission",Undergraduate or Bachelor Degree
836,Complete,Male,65+ years,VIC,Surfing,,Single,Not currently employed,Undergraduate or Bachelor Degree
838,Complete,Male,25-34 years,NSW,Cricket,,Married,"An employee on wages, salary or commission",Undergraduate or Bachelor Degree
839,Complete,Male,45-54 years,NSW,Swimming,,Married,Self-employed,Undergraduate or Bachelor Degree
840,Complete,Male,25-34 years,NSW,Cricket,,Married,"An employee on wages, salary or commission",Post Graduate Degree - Master's
841,Complete,Male,65+ years,QLD,Rugby League (NRL),,Married,Retired,Year/Grade 12 or equivalent
842,Complete,Female,45-54 years,NSW,Soccer,,Married,"An employee on wages, salary or commission",TAFE qualification
843,Complete,Male,25-34 years,NSW,Soccer,,Single,"An employee on wages, salary or commission",Post Graduate Degree - Master's
844,Complete,Male,65+ years,VIC,Australian Rules Football (AFL),,Single,Retired,Year/Grade 12 or equivalent
845,Complete,Male,65+ years,VIC,Australian Rules Football (AFL),,Married,Retired,Year/Grade 10 (or equivalent) or lower
846,Complete,Male,55-64 years,QLD,Swimming,,De facto / Lives with partner,"An employee on wages, salary or commission",Diploma and advanced Diploma
847,Complete,Male,65+ years,NSW,Rugby League (NRL),,Married,Retired,TAFE qualification
848,Complete,Male,65+ years,VIC,Australian Rules Football (AFL),,Married,Retired,Diploma and advanced Diploma
849,Complete,Female,45-54 years,NSW,Rugby League (NRL),,Married,"An employee on wages, salary or commission",Undergraduate or Bachelor Degree
850,Complete,Female,35-44 years,QLD,Soccer,,Single,"An employee on wages, salary or commission",Post Graduate Degree - Master's
851,Complete,Female,45-54 years,QLD,Australian Rules Football (AFL),,Divorced,Self-employed,Year/Grade 10 (or equivalent) or lower
852,Complete,Female,45-54 years,NSW,Tennis,,Single,"An employee on wages, salary or commission",Diploma and advanced Diploma
854,Complete,Male,45-54 years,WA,Cricket,,Divorced,Not currently employed,TAFE qualification
855,Complete,Male,55-64 years,QLD,Formula 1,,Married,"An employee on wages, salary or commission",Year/Grade 12 or equivalent
856,Complete,Male,65+ years,ACT,Australian Rules Football (AFL),,De facto / Lives with partner,Retired,Year/Grade 12 or equivalent
857,Complete,Male,45-54 years,NSW,Australian Rules Football (AFL),,Married,"An employee on wages, salary or commission",Undergraduate or Bachelor Degree
858,Complete,Male,65+ years,VIC,Cricket,,Married,Retired,Undergraduate or Bachelor Degree
859,Complete,Male,55-64 years,VIC,Australian Rules Football (AFL),,Single,Retired,Year/Grade 10 (or equivalent) or lower
861,Complete,Female,35-44 years,QLD,Australian Rules Football (AFL),,Divorced,"An employee on wages, salary or commission",Diploma and advanced Diploma
862,Complete,Male,55-64 years,NSW,Cricket,,Married,"An employee on wages, salary or commission",Undergraduate or Bachelor Degree
863,Complete,Female,65+ years,VIC,Australian Rules Football (AFL),,Married,Retired,Year/Grade 12 or equivalent
864,Complete,Male,65+ years,NSW,Other (please specify),It depends completely on the individual. Silly question.,Married,"An employee on wages, salary or commission",Diploma and advanced Diploma
865,Complete,Male,45-54 years,QLD,Australian Rules Football (AFL),,Married,"An employee on wages, salary or commission",TAFE qualification
866,Complete,Female,45-54 years,QLD,Rugby League (NRL),,Divorced,Self-employed,Year/Grade 10 (or equivalent) or lower
867,Complete,Male,55-64 years,NSW,Australian Rules Football (AFL),,Married,"An employee on wages, salary or commission",Diploma and advanced Diploma
868,Complete,Female,45-54 years,QLD,Rugby League (NRL),,Married,"An employee on wages, salary or commission",Undergraduate or Bachelor Degree
869,Complete,Female,55-64 years,QLD,Australian Rules Football (AFL),,Divorced,Not currently employed,Year/Grade 10 (or equivalent) or lower
870,Complete,Female,45-54 years,NSW,Rugby League (NRL),,Married,"An employee on wages, salary or commission",Undergraduate or Bachelor Degree
872,Complete,Female,55-64 years,QLD,Australian Rules Football (AFL),,De facto / Lives with partner,Self-employed,Graduate Diploma/ Graduate Certificate
873,Complete,Male,55-64 years,VIC,Australian Rules Football (AFL),,Married,Self-employed,Year/Grade 10 (or equivalent) or lower
874,Complete,Male,45-54 years,QLD,Cricket,,Married,"An employee on wages, salary or commission",Diploma and advanced Diploma
875,Complete,Male,45-54 years,QLD,Soccer,,Married,Self-employed,Diploma and advanced Diploma
876,Complete,Male,45-54 years,QLD,Australian Rules Football (AFL),,Single,"An employee on wages, salary or commission",Undergraduate or Bachelor Degree
877,Complete,Female,55-64 years,QLD,Rugby League (NRL),,De facto / Lives with partner,"An employee on wages, salary or commission",Undergraduate or Bachelor Degree
878,Complete,Male,55-64 years,QLD,Cricket,,Divorced,Not currently employed,TAFE qualification
879,Complete,Male,55-64 years,QLD,Cricket,,Married,Homemaker,Diploma and advanced Diploma
880,Complete,Female,55-64 years,ACT,Rugby League (NRL),,Married,Retired,TAFE qualification
881,Complete,Male,35-44 years,VIC,Australian Rules Football (AFL),,Married,"An employee on wages, salary or commission",Undergraduate or Bachelor Degree
882,Complete,Male,65+ years,VIC,Australian Rules Football (AFL),,Married,Self-employed,TAFE qualification
883,Complete,Male,65+ years,VIC,Cricket,,Divorced,Retired,Undergraduate or Bachelor Degree
884,Complete,Male,65+ years,VIC,Australian Rules Football (AFL),,Married,Retired,TAFE qualification
885,Complete,Male,45-54 years,QLD,Australian Rules Football (AFL),,Single,"An employee on wages, salary or commission",Year/Grade 10 (or equivalent) or lower
886,Complete,Male,25-34 years,VIC,Australian Rules Football (AFL),,Single,Not currently employed,Undergraduate or Bachelor Degree
887,Complete,Male,55-64 years,NSW,Soccer,,Single,Retired,TAFE qualification
888,Complete,Male,55-64 years,NSW,Swimming,,De facto / Lives with partner,"An employee on wages, salary or commission",Year/Grade 10 (or equivalent) or lower
889,Complete,Male,45-54 years,QLD,Cricket,,Married,"An employee on wages, salary or commission",Undergraduate or Bachelor Degree
890,Complete,Male,25-34 years,NSW,Australian Rules Football (AFL),,De facto / Lives with partner,"An employee on wages, salary or commission",Post Graduate Degree - Doctorate
891,Complete,Male,65+ years,VIC,Australian Rules Football (AFL),,Married,Retired,Diploma and advanced Diploma
895,Complete,Male,55-64 years,NSW,Australian Rules Football (AFL),,Married,"An employee on wages, salary or commission",TAFE qualification
896,Complete,Male,55-64 years,NSW,Australian Rules Football (AFL),,Single,Not currently employed,Year/Grade 12 or equivalent
897,Complete,Female,25-34 years,NSW,Australian Rules Football (AFL),,Engaged,Homemaker,TAFE qualification
898,Complete,Male,45-54 years,VIC,Australian Rules Football (AFL),,Single,"An employee on wages, salary or commission",Undergraduate or Bachelor Degree
900,Complete,Male,25-34 years,VIC,Cricket,,De facto / Lives with partner,"An employee on wages, salary or commission",TAFE qualification
903,Complete,Male,55-64 years,NSW,Rugby League (NRL),,Married,Self-employed,TAFE qualification
904,Complete,Male,55-64 years,NSW,Australian Rules Football (AFL),,Single,Not currently employed,TAFE qualification
905,Complete,Female,35-44 years,QLD,Cricket,,Separated,"An employee on wages, salary or commission",Year/Grade 12 or equivalent
906,Complete,Female,18-24 years,ACT,Soccer,,Married,Self-employed,Undergraduate or Bachelor Degree
907,Complete,Male,45-54 years,SA,Cricket,,Divorced,Not currently employed,Undergraduate or Bachelor Degree
908,Complete,Male,25-34 years,WA,Australian Rules Football (AFL),,Married,"An employee on wages, salary or commission",Post Graduate Degree - Doctorate
909,Complete,Female,35-44 years,QLD,Australian Rules Football (AFL),,Married,Not currently employed,Diploma and advanced Diploma
910,Complete,Male,18-24 years,NSW,Rugby League (NRL),,De facto / Lives with partner,"An employee on wages, salary or commission",Year/Grade 10 (or equivalent) or lower
911,Complete,Male,45-54 years,VIC,Australian Rules Football (AFL),,Single,"An employee on wages, salary or commission",Undergraduate or Bachelor Degree
912,Complete,Male,35-44 years,QLD,Cricket,,Married,"An employee on wages, salary or commission",Diploma and advanced Diploma
913,Complete,Female,18-24 years,NSW,Tennis,,Married,"An employee on wages, salary or commission",Undergraduate or Bachelor Degree
914,Complete,Male,25-34 years,QLD,Rugby League (NRL),,De facto / Lives with partner,"An employee on wages, salary or commission",Year/Grade 12 or equivalent
915,Complete,Female,18-24 years,ACT,Australian Rules Football (AFL),,Engaged,Self-employed,TAFE qualification
916,Complete,Female,35-44 years,QLD,Cricket,,Married,"An employee on wages, salary or commission",Year/Grade 12 or equivalent
917,Complete,Male,45-54 years,VIC,Australian Rules Football (AFL),,Single,Not currently employed,Year/Grade 10 (or equivalent) or lower
918,Complete,Male,25-34 years,QLD,Rugby League (NRL),,Single,"An employee on wages, salary or commission",Year/Grade 12 or equivalent
919,Complete,Female,18-24 years,SA,Australian Rules Football (AFL),,Single,"An employee on wages, salary or commission",Year/Grade 12 or equivalent
920,Complete,Male,35-44 years,QLD,Rugby League (NRL),,De facto / Lives with partner,"An employee on wages, salary or commission",TAFE qualification
921,Complete,Male,25-34 years,VIC,Australian Rules Football (AFL),,Married,"An employee on wages, salary or commission",Post Graduate Degree - Doctorate
922,Complete,Male,35-44 years,SA,Cricket,,Married,"An employee on wages, salary or commission",Post Graduate Degree - Doctorate
923,Complete,Male,45-54 years,VIC,Australian Rules Football (AFL),,De facto / Lives with partner,"An employee on wages, salary or commission",Year/Grade 12 or equivalent
924,Complete,Male,25-34 years,NSW,Australian Rules Football (AFL),,Married,"An employee on wages, salary or commission",Post Graduate Degree - Master's
925,Complete,Female,18-24 years,NSW,Australian Rules Football (AFL),,Married,Not currently employed,Year/Grade 12 or equivalent
926,Complete,Female,45-54 years,ACT,Rugby League (NRL),,Married,"An employee on wages, salary or commission",TAFE qualification
927,Complete,Male,25-34 years,NSW,Rugby League (NRL),,Married,"An employee on wages, salary or commission",Year/Grade 12 or equivalent
929,Complete,Male,35-44 years,VIC,Cricket,,Married,"An employee on wages, salary or commission",Diploma and advanced Diploma
930,Complete,Male,45-54 years,VIC,Australian Rules Football (AFL),,Single,"An employee on wages, salary or commission",Undergraduate or Bachelor Degree
933,Complete,Male,55-64 years,ACT,Rugby League (NRL),,Married,Retired,Graduate Diploma/ Graduate Certificate
934,Complete,Male,25-34 years,VIC,Cricket,,Single,"An employee on wages, salary or commission",Diploma and advanced Diploma
937,Complete,Male,18-24 years,VIC,Australian Rules Football (AFL),,Single,"An employee on wages, salary or commission",Year/Grade 12 or equivalent
938,Complete,Male,65+ years,NT,Australian Rules Football (AFL),,De facto / Lives with partner,Retired,Graduate Diploma/ Graduate Certificate
939,Complete,Male,25-34 years,WA,Rugby League (NRL),,Married,"An employee on wages, salary or commission",Post Graduate Degree - Master's
943,Complete,Male,35-44 years,WA,Australian Rules Football (AFL),,Married,Retired,Undergraduate or Bachelor Degree
944,Complete,Male,35-44 years,QLD,Australian Rules Football (AFL),,Married,"An employee on wages, salary or commission",Diploma and advanced Diploma
947,Complete,Male,25-34 years,VIC,Australian Rules Football (AFL),,Married,"An employee on wages, salary or commission",Undergraduate or Bachelor Degree
949,Complete,Male,25-34 years,VIC,Tennis,,Married,"An employee on wages, salary or commission",Undergraduate or Bachelor Degree
950,Complete,Male,35-44 years,QLD,Cricket,,Single,"An employee on wages, salary or commission",Undergraduate or Bachelor Degree
951,Complete,Male,25-34 years,VIC,Australian Rules Football (AFL),,Married,"An employee on wages, salary or commission",Post Graduate Degree - Master's
952,Complete,Male,45-54 years,WA,Australian Rules Football (AFL),,Married,"An employee on wages, salary or commission",Year/Grade 12 or equivalent
953,Complete,Male,35-44 years,WA,Australian Rules Football (AFL),,Single,"An employee on wages, salary or commission",Undergraduate or Bachelor Degree
954,Complete,Female,18-24 years,QLD,Rugby League (NRL),,Single,Not currently employed,Undergraduate or Bachelor Degree
955,Complete,Female,18-24 years,NSW,Australian Rules Football (AFL),,Single,"An employee on wages, salary or commission",Year/Grade 12 or equivalent
957,Complete,Female,25-34 years,NT,Rugby League (NRL),,Single,"An employee on wages, salary or commission",TAFE qualification
958,Complete,Female,18-24 years,SA,Australian Rules Football (AFL),,In a relationship,Not currently employed,Diploma and advanced Diploma
959,Complete,Male,25-34 years,VIC,Australian Rules Football (AFL),,De facto / Lives with partner,"An employee on wages, salary or commission",TAFE qualification
960,Complete,Male,25-34 years,ACT,Cricket,,Married,"An employee on wages, salary or commission",Undergraduate or Bachelor Degree
961,Complete,Male,35-44 years,QLD,Cricket,,Married,"An employee on wages, salary or commission",Post Graduate Degree - Master's
962,Complete,Female,65+ years,ACT,Swimming,,Married,Retired,Undergraduate or Bachelor Degree
963,Complete,Male,18-24 years,VIC,Australian Rules Football (AFL),,Single,"An employee on wages, salary or commission",Year/Grade 12 or equivalent
964,Complete,Male,25-34 years,QLD,Australian Rules Football (AFL),,De facto / Lives with partner,"An employee on wages, salary or commission",TAFE qualification
965,Complete,Female,18-24 years,SA,Australian Rules Football (AFL),,Single,Not currently employed,Year/Grade 12 or equivalent
966,Complete,Male,25-34 years,VIC,Australian Rules Football (AFL),,Married,"An employee on wages, salary or commission",Year/Grade 12 or equivalent
967,Complete,Male,35-44 years,WA,Australian Rules Football (AFL),,Single,"An employee on wages, salary or commission",Year/Grade 12 or equivalent
968,Complete,Female,18-24 years,WA,Australian Rules Football (AFL),,In a relationship,Not currently employed,TAFE qualification
969,Complete,Male,35-44 years,QLD,Australian Rules Football (AFL),,Single,"An employee on wages, salary or commission",TAFE qualification
970,Complete,Male,35-44 years,WA,Australian Rules Football (AFL),,Married,Self-employed,Post Graduate Degree - Master's
973,Complete,Male,25-34 years,WA,Australian Rules Football (AFL),,Single,"An employee on wages, salary or commission",Year/Grade 12 or equivalent
974,Complete,Male,25-34 years,QLD,Cricket,,Single,"An employee on wages, salary or commission",Year/Grade 10 (or equivalent) or lower
975,Complete,Male,35-44 years,WA,Boxing / MMA,,Married,"An employee on wages, salary or commission",Graduate Diploma/ Graduate Certificate
976,Complete,Male,25-34 years,QLD,Australian Rules Football (AFL),,Married,"An employee on wages, salary or commission",Year/Grade 12 or equivalent
979,Complete,Male,25-34 years,QLD,Cricket,,Single,"An employee on wages, salary or commission",TAFE qualification
980,Complete,Female,18-24 years,SA,Australian Rules Football (AFL),,In a relationship,Not currently employed,Year/Grade 12 or equivalent
982,Complete,Female,18-24 years,WA,Australian Rules Football (AFL),,Married,Homemaker,Year/Grade 12 or equivalent
983,Complete,Male,25-34 years,SA,Australian Rules Football (AFL),,In a relationship,"An employee on wages, salary or commission",Undergraduate or Bachelor Degree
986,Complete,Female,18-24 years,NSW,Rugby League (NRL),,In a relationship,"An employee on wages, salary or commission",Year/Grade 12 or equivalent
987,Complete,Female,18-24 years,WA,Australian Rules Football (AFL),,Single,"An employee on wages, salary or commission",Year/Grade 12 or equivalent
988,Complete,Male,25-34 years,WA,Australian Rules Football (AFL),,In a relationship,"An employee on wages, salary or commission",Undergraduate or Bachelor Degree
990,Complete,Female,18-24 years,QLD,Australian Rules Football (AFL),,Single,Not currently employed,Undergraduate or Bachelor Degree
991,Complete,Male,25-34 years,SA,Australian Rules Football (AFL),,In a relationship,"An employee on wages, salary or commission",Post Graduate Degree - Doctorate
992,Complete,Female,18-24 years,NSW,Cricket,,Single,Self-employed,Post Graduate Degree - Master's
993,Complete,Female,18-24 years,NSW,Rugby League (NRL),,In a relationship,"An employee on wages, salary or commission",TAFE qualification
994,Complete,Male,18-24 years,VIC,Australian Rules Football (AFL),,Single,Not currently employed,Year/Grade 12 or equivalent
996,Complete,Female,18-24 years,WA,Rugby League (NRL),,Single,"An employee on wages, salary or commission",Undergraduate or Bachelor Degree
1000,Complete,Male,18-24 years,VIC,Australian Rules Football (AFL),,Single,Not currently employed,TAFE qualification
1001,Complete,Female,18-24 years,NSW,Rugby League (NRL),,Single,"An employee on wages, salary or commission",Undergraduate or Bachelor Degree
1002,Complete,Male,18-24 years,NSW,Cricket,,Single,"An employee on wages, salary or commission",Undergraduate or Bachelor Degree
1003,Complete,Male,18-24 years,NSW,Rugby League (NRL),,In a relationship,"An employee on wages, salary or commission",TAFE qualification
1004,Complete,Female,18-24 years,NSW,Rugby Union,,Single,Self-employed,Undergraduate or Bachelor Degree
1005,Complete,Male,18-24 years,VIC,Australian Rules Football (AFL),,Single,Not currently employed,TAFE qualification
1006,Complete,Male,18-24 years,QLD,Australian Rules Football (AFL),,In a relationship,Not currently employed,Undergraduate or Bachelor Degree
1007,Complete,Male,25-34 years,QLD,Australian Rules Football (AFL),,In a relationship,"An employee on wages, salary or commission",Undergraduate or Bachelor Degree
1008,Complete,Female,18-24 years,QLD,Australian Rules Football (AFL),,In a relationship,"An employee on wages, salary or commission",Year/Grade 12 or equivalent
1009,Complete,Female,18-24 years,QLD,Australian Rules Football (AFL),,Single,"An employee on wages, salary or commission",Diploma and advanced Diploma
1010,Complete,Male,18-24 years,WA,Australian Rules Football (AFL),,Single,Not currently employed,Year/Grade 12 or equivalent
1011,Complete,Male,18-24 years,NSW,Soccer,,Married,"An employee on wages, salary or commission",Undergraduate or Bachelor Degree
1012,Complete,Male,18-24 years,WA,Australian Rules Football (AFL),,Single,"An employee on wages, salary or commission",Year/Grade 12 or equivalent
1013,Complete,Female,18-24 years,QLD,Swimming,,Single,"An employee on wages, salary or commission",Year/Grade 12 or equivalent
1014,Complete,Male,18-24 years,VIC,Tennis,,Engaged,Retired,Year/Grade 12 or equivalent
